Treatments,Time,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
COMM10<AC,0.0,0.0003545990853342239,0.0006652440891773324,0.08742163296647353,0.005932710511211238,0.012198890599713179,0.005863559604059431,0.00018683590944293903,0.0012483205999878682,0.0014180441345011392,0.00520745455234709
COMM10<AC,24.0,0.001502625559903109,0.009358093783299137,1.8478796082026092,0.09699530718562892,0.21558363870661498,0.13060593528359712,0.0015807388073090717,0.029772019897573276,0.025963127338012985,0.1318055024540553
COMM10<BH,0.0,0.0004583087017561673,0.00024654617550932283,0.06677244426420204,0.005409630399078836,0.008392268764885974,0.00975451101374468,0.001045051150989861,0.0009930714334368599,0.0010530929172388177,0.007455630734713005
COMM10<BH,24.0,0.0059123186360106,0.004069784343487163,1.3908563350183367,0.16496452082384538,0.3948751661011522,0.1924664980071601,0.004568379962197992,0.01744833444314089,0.02438903030053913,0.1295405414550392
COMM10<BP,0.0,0.0002940673172812006,0.0016171234491032843,0.03644273401489616,0.014052354855415413,0.01062580412374041,0.009172336740436954,0.00019844450506087248,0.002143161600684537,0.0008870275941951337,0.003921744832727825
COMM10<BP,24.0,0.003227666179179876,0.026491920664826283,0.8081070570957533,0.320622153866199,0.28024478329378366,0.27139989131065706,0.002599911812235628,0.044807448114505564,0.01396575251654069,0.06890506570534873
COMM10<BT,0.0,0.0005182384433142184,0.0007266107776582474,0.026360191889836713,0.0004975282631149675,0.037701456053544066,0.003365144269920843,0.0001386388137350489,0.00025755515053375866,0.001463853053637759,0.0006663321952233571
COMM10<BT,24.0,0.002482954870991145,0.012456089015672377,0.8140994079735028,0.030686538292233684,0.9835103998532387,0.057180803257181084,0.00480374458499543,0.005618037233328039,0.029414270470661436,0.1718193003194751
COMM10<BV,0.0,0.00019778841036932108,0.011433827655537337,0.04325090050387467,0.010320221613884956,0.007538226389760647,0.0018103602253793025,0.0003169422212377882,0.0002671360013446733,0.0007766768195559737,0.004719323035599627
COMM10<BV,24.0,0.0015166968431404944,0.1838553788600931,0.9427235243668001,0.27152699901856925,0.33845787569399816,0.07759609169708276,0.004309835805922621,0.0192936092276389,0.01593384036646104,0.09126786272936538
COMM10<DL,0.0,0.00023196919681115011,0.000306138464178229,0.02630974297213686,0.016469434954234714,0.01416981284782302,0.009074272613726828,0.000171685760056604,0.0011436372021035712,0.0006176308781142609,0.008595717621183033
COMM10<DL,24.0,0.0016972807074875458,0.004521043446219122,0.6195352573028752,0.44278092952886333,0.3248394630895974,0.2521821511144014,0.001961355267358883,0.053909890421899254,0.008921999837955613,0.17085967112281367
COMM10<DP,0.0,0.0008786626235922794,0.0004487831648328021,0.08365247445620877,0.007571450944376443,0.015136037721689536,0.009550147672476054,0.00011115621326355599,0.0022488530226642913,0.0011557705263009802,0.004149137487022155
COMM10<DP,24.0,0.013191956742061093,0.007099678998705974,1.6758381181632325,0.11643216893307044,0.46176277296400586,0.2625936455579044,0.0010282258562204678,0.04675661605500129,0.018258117492441574,0.0792465964444717
COMM10<EL,0.0,0.0004062470860096467,0.0012435877184963058,0.0613452115195474,0.006575152014327843,0.00768451765250575,0.0028759814271253504,0.00022368147366278991,0.00033715189716504034,0.0005784108571410287,0.004059713299310126
COMM10<EL,24.0,0.003967438791606214,0.020941496621199703,1.2775493995229152,0.13627898845025857,0.2761731086448468,0.15860587522536168,0.002441327821902197,0.005038998640977236,0.022841195524765424,0.0740959597714097
COMM10<PJ,0.0,0.004226012222441089,0.0019060344217484491,0.04364327256156432,0.007971959838546244,0.014031820542238518,0.005908618732879789,0.00023475582026158021,0.0012402538028982635,0.0012596227749328158,0.005280269118188391
